Latitude,Longitude
-77.4616569999112272,169.1839688376855122
-77.4601137744530632,169.2332210660207465
-77.4497741240554660,169.2161507690955204
-77.4490152418733118,169.2168193709165109
-77.4478469945709236,169.2143334700747914
-77.4480449636964181,169.2146603081809246
-77.4484799369508892,169.2167427343513282
-77.4481421177440410,169.2161850100621905
-77.4483084027499444,169.2178238440406801
-77.4591405116489682,169.2357071677626834
-77.4590738285292133,169.2369613818627272
-77.4484746877558337,169.2194626780191413
-77.4486409727617371,169.2211015119976025
-77.4590084469328701,169.2382177447192646
-77.4589430653365270,169.2394741075758020
-77.4488072577676263,169.2227403459760922
-77.4489735427735297,169.2243791799545534
-77.4588776837401696,169.2407304704323394
-77.4588334604611362,169.2420217647174070
-77.4491398277794190,169.2260180139330430
-77.4493061127853082,169.2276568479115042
-77.4499807295156870,169.2287706097366424
-77.4594649325836713,169.2348784671820283
-77.4491714010486731,169.2178843104209705
-77.4494727625520625,169.2170175397582454
-77.4597893535183744,169.2340497666014016
-77.4616569999112272,169.1839688376855122
